Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0112901	8.447	30.205	24.634	10.033	19.838	82.99
FBtr0076612	1107.481	353.804	399.726	1085.326	343.245	356.206
FBtr0100576	696.737	236.177	198.93	459.577	184.124	213.972
FBtr0086031	1203.263	421.823	510.07	1336.423	392.876	414.028
FBtr0074461	1	1	0	0	0	0
FBtr0302308	0.5	0.136	0.007	1.55	0	1
FBtr0345256	0.5	0.133	0	0.45	0	0
FBtr0300407	19	3	8	3	5	1
FBtr0079975	3554.472	808.195	937.759	2999.773	786.418	823.81
FBtr0079976	91.528	92.805	36.241	15.227	17.582	62.19
FBtr0080971	1.531	2.306	0.627	0.932	0.423	0
FBtr0080972	13.914	1.769	5.634	12.417	1.656	0.103
FBtr0310033	17.283	7.198	12.809	22.604	7.689	18.401
FBtr0310031	6.509	2.695	3.034	2.962	8.497	7.856
FBtr0310032	51.965	17.914	5.543	42.459	12.399	17.926
FBtr0088547	1236.289	466.193	543.618	929.059	275.415	403.817
FBtr0273350	0	1	0	0	0	0
FBtr0089724	180.974	59.654	57.057	151.022	42.22	42.692
FBtr0089723	29.789	7.52	7.656	27.46	4.805	10.502
FBtr0089726	105.308	46.682	121.083	266.841	45.613	33.542
FBtr0089725	175.803	35.283	11.175	53.664	53.12	70.876
FBtr0335122	18.845	7.112	6.681	21.406	5.891	9.579
FBtr0335123	14.281	3.75	4.349	29.606	4.349	3.809
FBtr0075212	0	0	0	0	0	0
FBtr0110773	86	36	41	69	41	40
FBtr0088653	964	371	401	932	253	337
FBtr0079284	948.205	361.929	443.891	1300.973	416.227	389.507
FBtr0331226	151.639	121.312	129.109	158.027	126.773	124.493
FBtr0086241	1	0	0	0	0	0
FBtr0300548	163.053	93.709	64.573	110.525	72.599	117.728
FBtr0299728	191.117	125.437	81.904	180.492	92.466	112.617
FBtr0300547	6159.829	1524.652	1746.499	5883.078	1532.882	1472.898
FBtr0300549	177.123	82.726	78.888	109.75	73.608	50.969
FBtr0300546	421.033	169.111	170.527	327.757	115.745	201.193
FBtr0299729	3621.019	946.552	800.277	677.1	846.708	436.45
FBtr0335449	6120.451	3694.455	4193.944	5943.464	2060.402	2042.46
FBtr0085776	258	89	101	357	111	120
FBtr0073773	100.235	97.453	84.163	356.442	84.186	95.279
FBtr0073772	1013.697	418.64	377.44	974.682	479.589	454.029
FBtr0073774	98.297	18.397	20.142	37.745	10.562	11.596
FBtr0073770	302.054	108.152	148.104	270.049	177.262	146.356
FBtr0073769	36.268	19.424	20.739	22.886	21.852	33.601
FBtr0339837	830.181	372.522	454.643	1066.865	200.898	480.81
FBtr0073771	135.268	21.474	56.769	62.331	22.651	19.328
FBtr0082336	4.004	0	0	2.001	1.001	1
FBtr0071836	1	0	1	4	0	0
FBtr0084150	1	0	0	1	0	0
FBtr0336470	4.037	0.001	0.001	0	0	0
FBtr0077619	5	2	4	12	6	3
FBtr0110970	8.283	2.918	4.62	8.768	4.925	5.74
FBtr0346955	9.618	3.793	4.54	8.467	4.834	5.616
FBtr0345950	10.756	2.84	4.412	14.544	11.648	5.418
FBtr0330005	10.405	3.898	4.696	9.066	10.008	5.86
FBtr0110971	48.938	11.55	18.733	349.155	95.585	80.365
FBtr0343844	1.105	1.031	1.224	5.202	1.234	1.385
FBtr0077942	2.895	1.969	3.776	12.798	3.766	6.615
FBtr0091633	1	2	1	2	0	2
FBtr0336851	0	0	0	0.426	0	0
FBtr0080130	0	0	0	0.574	0	0
FBtr0074849	3	1	0	1	2	1
FBtr0070317	2367.729	1409.816	1635.642	3398.676	1223.355	1235.946
FBtr0332586	923.271	121.68	158.358	549.251	152.645	271.906
FBtr0346075	0	0	0	0	0	0
FBtr0073008	0	0	0	0	0	0
FBtr0113204	218	81	95	282	83	90
FBtr0329969	3808.205	531.312	596.522	5128.434	686.659	682.725
FBtr0307040	708.028	1719.052	1860.329	1264.469	1778.995	1508.829
FBtr0307041	3123.062	623.011	731.457	4119.06	822.51	635.307
FBtr0113224	1511.5	499	586	1675.686	490	578
FBtr0339493	811.729	170.544	195.96	1245.589	396.134	327.893
FBtr0070988	982.141	616.473	877.171	1566.297	914.815	726.864
FBtr0300772	717.152	486.505	546.177	1694.558	300.073	388.645
FBtr0339491	704.258	113.219	82.449	355.21	102.593	162.929
FBtr0339492	36.01	16.453	14.515	24.104	6.616	9.908
FBtr0082070	528	156	193	616	161	167
FBtr0076698	5	5	4	10	1	3
FBtr0088887	120.68	59.408	55.45	150.762	35.48	46.995
FBtr0084994	512.706	61.755	43.194	289.101	20.598	16.032
FBtr0306657	113.799	12.644	9.561	187.935	33.202	15.645
FBtr0085000	254.494	28.749	64.68	64.968	14.911	20.537
FBtr0084995	7699.522	5220.102	6180.021	7446.084	3538.047	3711.692
FBtr0339614	5627.065	490.032	379.501	2532.512	419.908	294.697
FBtr0084999	15.916	9.064	19.643	38.922	9.118	15.115
FBtr0085001	258.842	26.411	20.192	147.445	14.934	14.978
FBtr0114544	1029.102	331.909	504.04	356.676	127.567	90.137
FBtr0310660	16.958	17.717	34.637	187.087	72.665	152.957
FBtr0310661	191.45	420.617	660.533	2851.268	756.051	899.209
FBtr0345716	41.561	51.333	41.759	79.443	32.115	41.776
FBtr0070502	3316.439	1506.667	1822.241	2905.557	1147.885	1256.224
FBtr0074734	54.248	2.969	3.363	8.476	3.474	3.199
FBtr0074733	629.126	248.12	279.431	586.169	192.154	265.268
FBtr0345918	5.063	5.328	13.643	5.061	5.248	5.366
FBtr0307161	350.565	118.582	164.564	206.294	85.124	81.166
FBtr0331530	14.03	3.351	1.145	9.713	3.332	1.172
FBtr0076107	614.037	237.649	301.855	521.287	181.668	238.828
FBtr0087826	4161.156	1242	1309	3016.434	1035	1186
FBtr0072022	0	0	0	0	0	0
FBtr0078606	0	0	0	0	0	0
FBtr0088007	41651.311	19965.504	24059.714	57559.726	16947.536	23967.759
FBtr0088006	2601.367	288.496	212.286	1895.257	145.464	220.241
FBtr0114505	0	0	0	0	0	0
FBtr0303894	2.121	1.604	1.661	1.979	0.984	0.577
FBtr0340260	2.881	1.57	1.334	2.127	0.975	0.837
FBtr0112648	3.806	1.373	1.747	1.91	1.686	0.833
FBtr0112649	6.196	2.059	2.488	8.527	1.123	2.024
FBtr0303893	3.831	1.12	1.63	1.688	1.723	1.278
FBtr0303892	3.836	1.375	1.752	1.917	1.107	0.833
FBtr0303889	7.474	4.551	2.338	6.769	1.672	1.929
FBtr0303891	2.01	1.951	2.008	2.14	0.992	0.848
FBtr0340259	2.31	1.332	1.545	1.749	0.997	1.001
FBtr0303890	2.535	2.064	2.497	2.217	1.743	0.841
FBtr0086662	0	0	1	0	0	2
FBtr0112789	0	0	0.499	0	0	0
FBtr0082315	0	0	0.501	0	0	0
FBtr0346440	15.476	1.541	1.482	1.344	1.51	1.57
FBtr0346441	1.179	1.337	1.29	1.178	1.312	7.162
FBtr0089420	303.345	61.122	82.228	228.478	66.178	96.268
FBtr0300949	0	0	0	0	0	0
FBtr0077129	4	0	2	6	0	3
FBtr0333361	8.235	2.735	3.927	9.555	2.377	2.262
FBtr0330080	9.607	3.016	4.583	11.748	2.579	2.441
FBtr0345346	12.58	4.25	5.563	11.029	2.289	2.184
FBtr0075669	2	0	1	1	0	1
FBtr0077125	384	95	141	365	91	119
FBtr0075345	7761	3359	4041	8661	2837	3783
FBtr0077058	0	0	2.599	2.769	0.035	0
FBtr0076270	362	64	100	335	45	105
FBtr0072563	443	185	218	566.96	194	163
FBtr0075549	9	5	0	7	2	1
FBtr0084691	1	2	1	2	2	0
FBtr0110771	0	0	0	0	0	0
FBtr0091604	0	0	0	0	0	0
FBtr0344840	196.469	75.191	57.171	199.149	85.122	57.455
FBtr0072528	812.793	146.895	195.044	455.978	244.397	243.026
FBtr0344841	248.906	62.584	117.413	161.094	73.746	57.955
FBtr0331407	120.16	44.112	47.423	110.481	46.537	31.953
FBtr0344842	728.76	362.765	276.95	1757.444	280.797	360.61
FBtr0303005	0	0	0	1	0	1
FBtr0079360	43.972	39.093	22	643.45	23.124	35.579
FBtr0079358	1359.072	363.301	567.341	1105.989	257.145	390.314
FBtr0079357	2697.826	930.484	1034.876	1178.341	802.431	802.927
FBtr0079361	34.484	33.493	35.58	178.522	20.745	30.538
FBtr0079359	81.166	71.295	40.1	534.378	23.554	36.607
FBtr0071774	773	309	357	902	286	283
FBtr0343135	58.515	49.777	55.737	79.138	26.175	38.453
FBtr0345209	53.839	54.308	49.348	89.616	31.508	87.764
FBtr0343142	3197.557	603.453	781.394	3636.835	670.361	543.272
FBtr0343140	286.171	28.014	86.421	207.061	40.588	52.548
FBtr0343138	2211.704	324.02	672.603	1729.557	693.507	515.684
FBtr0343141	2290.962	439.962	551.55	3361.469	618.155	459.17
FBtr0343137	898.787	699.015	691.435	2235.225	354.817	463.235
FBtr0343139	111.006	241.391	92.591	236.332	82.999	186.988
FBtr0343136	380.66	75.06	107.923	438.164	64.87	144.557
FBtr0087408	4	0	2	2	1	2
FBtr0082583	1171.523	608	652	1407	526.989	595
FBtr0072049	9	0	3	11	0	2
FBtr0331799	2	1	0	0	0	0
FBtr0081347	853.349	446.166	462.095	991.594	386.587	412.137
FBtr0074790	10.128	4	5	8.237	4	4
FBtr0332641	223.079	68.776	109.671	272.48	87.911	114.773
FBtr0075959	2282.318	1871.152	2003.185	4062.548	1893.135	1642.51
FBtr0332640	190.662	82.904	58.174	271.001	72.823	74.634
FBtr0332636	506.181	116.73	324.677	536.866	146.383	253.008
FBtr0332639	484.083	157.92	164.549	538.189	213.05	207.088
FBtr0332638	385.176	168.625	91.112	543.219	110.38	116.674
FBtr0332642	134.977	48.564	49.786	183.545	48.657	58.292
FBtr0332635	2985.491	412.475	482.668	1809.971	414.591	402.069
FBtr0332637	428.341	117.855	125.177	479.172	109.071	128.952
FBtr0070757	3.091	2	1.004	6.052	1.039	0.001
FBtr0079235	12410.106	3152.906	3865.746	12037.338	2873.826	2867.014
FBtr0309213	246.276	79.308	92.338	482.289	53.824	5.339
FBtr0309212	1052.413	496.562	674.357	2008.556	456.741	389.06
FBtr0079233	20715.621	6709.121	8049.155	24641.807	5085.981	7034.716
FBtr0079236	8378.098	1437.312	1604.405	4889.201	964.314	997.464
FBtr0079234	126.084	87.789	109.999	131.351	95.314	64.407
FBtr0075290	1	1	2	1	0	0
FBtr0072185	26525.926	7105	7223	16437	3607	7716
FBtr0082129	2171.94	402.281	312.5	2112.248	218.213	262.231
FBtr0082128	97.731	76.566	58.044	78.682	78.377	79.086
FBtr0331693	696.328	414.153	708.457	884.07	569.41	606.682
FBtr0070484	1385	621	667	933	398	407
FBtr0072858	1.545	0	1.015	1.278	0.5	0
FBtr0346543	1.455	0	0.985	2.722	0.5	0
FBtr0347265	388.165	109.765	118	360.049	68.015	78
FBtr0072608	74	34	45	93	25	37
FBtr0273260	9.6	1.335	2	8.681	2	3
FBtr0073080	34	8	9	21.908	8	8
FBtr0078831	18	5	6	13	6	1
FBtr0345819	0	0	0	2	2	0
FBtr0071559	0	0	0	0	0	0
FBtr0086464	735.86	305.061	338.045	817.912	308.22	326.158
FBtr0345929	43.14	10.939	14.955	39.088	6.78	6.842
FBtr0339520	322.011	159.252	67.545	91.741	44.165	75.222
FBtr0081388	982.301	273.038	371.72	923.259	325.835	391.108
FBtr0088239	1.758	1.871	1.827	1.755	1.824	1.871
FBtr0331937	260.456	93.129	78.173	182.966	45.176	63.129
FBtr0345119	5.262	0	1	5.384	0	1.296
FBtr0304649	1.738	0	0	6.616	0	1.704
FBtr0081899	1	0	0	0	0	1
FBtr0072010	1215.498	454	521	1444.507	477	490.511
FBtr0071239	11.236	0.563	2.697	4.788	0.55	0.549
FBtr0343354	12.198	2.437	2.786	12.675	1.955	1.461
FBtr0290201	0	0	0	0	0	0
FBtr0310379	74.227	12.018	13.534	64.841	15.602	19.117
FBtr0079481	0	0	0	0	0	0
FBtr0346199	0	0	0	0	0	0
FBtr0305495	3417.96	1646.22	1832.764	3581.315	1254	1464.228
FBtr0081586	1	0	0	0	0	0
FBtr0084832	5.34	1	0	3	0	4
FBtr0085718	3	1	0	7.002	3	3
FBtr0080047	3696	1198	1328	3157	1092	1181
FBtr0301612	79.314	22.824	32.292	74.232	26.497	31.984
FBtr0301613	897.041	570.814	477.378	1202.109	527.764	302.181
FBtr0084799	775.191	311.589	433.47	919.592	269.511	461.48
FBtr0084800	142.253	36.773	61.132	102.425	36.227	39.356
FBtr0079337	0.669	0	0.292	0.179	0	0
FBtr0079336	0.646	0	1.422	6.648	0	1
FBtr0332335	0.685	0	0.286	0.173	0	0
FBtr0339430	174.635	69.607	92.824	125.456	77.498	68.129
FBtr0339434	191.965	148.219	163.44	448.519	138.859	105.384
FBtr0339432	297.096	137.677	75.676	221.409	151.502	113.796
FBtr0070161	144.877	55.467	68.113	165.642	56.18	52.554
FBtr0339433	486.878	119.307	135.953	214.685	86.921	121.785
FBtr0339431	129.706	45.194	44.435	160.795	43.581	45.105
FBtr0110791	247.259	89.529	133.558	317.687	58.459	85.006
FBtr0339190	3.004	2.581	2.503	4.454	3.004	1
FBtr0300915	2.996	2.419	2.497	8.546	2.996	1
FBtr0071326	4710.517	2221.282	2472.516	4399.47	1936.383	1811.608
FBtr0343368	919.475	200.942	209.144	776.859	154.243	186.903
FBtr0306825	29	6	6	25	3	8
FBtr0087042	24.012	9	19	18	5	13
FBtr0077244	57.177	30.181	71.915	15.588	29.897	44.198
FBtr0340437	4599.834	2269.428	2758.795	3440.961	1273.346	1631.985
FBtr0077245	543.989	306.391	431.291	382.451	148.757	159.818
FBtr0080235	0.169	0.234	0.222	0.361	0	0.167
FBtr0307093	13.398	6.092	7.132	25.994	6.584	13.911
FBtr0080236	0.17	0.235	0.223	0.361	0	0.168
FBtr0342946	0.704	0	0	1.276	0	0.248
FBtr0342948	0.699	0	0.333	1.241	0	0.251
FBtr0342949	1.9	0	0.333	1.252	0	0.25
FBtr0342947	0.697	0	0.334	1.23	0	0.251
FBtr0074361	3	2	1	1	0	1
FBtr0081862	1406	428	477	1179	320	446
FBtr0073481	3899.081	1979	2034	4666.519	2040.593	1703.302
FBtr0083087	1124	413	475	1203	333	430
FBtr0112868	2230.782	498.771	558.392	1635.679	402.945	425.177
FBtr0074295	2339.236	986.981	1210.915	2150.293	858.735	934.865
FBtr0310673	300.715	100.248	127.694	268.028	24.32	32.959
FBtr0078672	0.93	0.433	0.055	0.676	0.519	0.442
FBtr0300913	0.144	0.124	0.041	0.823	0.043	0.171
FBtr0300907	0.929	0.433	0.055	0.675	0.519	0.442
FBtr0300911	0.584	0.283	0	0.719	0.427	0.327
FBtr0078674	0.584	0.283	0	0.719	0.427	0.327
FBtr0306153	35.545	9.765	1.119	39.29	2.748	6.002
FBtr0300906	0.223	0.275	0	0.033	0.425	0.176
FBtr0300910	0.929	0.433	0.056	0.675	0.519	0.442
FBtr0078675	0.223	0.275	0	0.033	0.425	0.176
FBtr0300909	0.585	0.283	0	0.719	0.427	0.327
FBtr0078676	0	0.029	0	0.261	0	0
FBtr0300912	1.396	1.332	0.043	0.798	1.116	0.174
FBtr0084402	108.221	19.077	30.85	56.929	22.006	17.645
FBtr0084403	380.241	278.933	334.092	1166.973	398.256	365.684
FBtr0305572	507.547	47.073	105.737	133.001	31.343	55.291
FBtr0337052	324.774	42.524	22.345	297.414	54.662	46.022
FBtr0305573	126.633	22.138	21.008	202.747	33.7	20.485
FBtr0305571	65.784	16.914	18.241	21.852	15.185	17.267
FBtr0347570	217.892	65.342	55.728	46.627	26.771	38.607
FBtr0074176	1872.961	591.595	705.994	1631.861	403.993	555.263
FBtr0074177	12.039	1.405	0.006	15.139	0.007	2.737
FBtr0100506	6.001	2	5	14.001	6	7
FBtr0080932	128.882	49.945	86.208	702.764	220.749	329.249
FBtr0331931	38.118	10.055	10.792	84.236	40.251	55.751
FBtr0076031	151	62	78	184	50	75
FBtr0085533	677.97	287	347	679.034	250	292
FBtr0070563	4	1	0	5	0	1
FBtr0340158	4746.092	2099.197	2371.432	7046.207	2455.171	2116.839
FBtr0074284	642.802	253.112	329.56	768.761	197.697	286.759
FBtr0299587	1544.153	437.69	328.008	1233.293	261.097	299.402
FBtr0333124	4289.967	461.456	478.272	4121.396	624.711	433.393
FBtr0075205	485.331	1232.796	1504.625	1591.44	1266.225	1237.778
FBtr0333125	1364.179	415.931	376.829	1877.841	490.145	443.696
FBtr0075206	433.998	87.751	79.177	536.295	119.718	101.149
FBtr0307053	0	0	0	0	0	0
FBtr0290252	0	0	0	0	0	0
FBtr0303093	0	0	0	0	0	0
FBtr0075854	0	0	0	0	0	0
FBtr0087779	1	1	2	6	0	1
FBtr0339256	207.678	81.592	97.763	199.194	72.605	100.267
FBtr0084805	50.432	36.495	36.221	53.683	39.773	37.051
FBtr0339257	239.889	82.913	82.016	338.124	102.622	85.681
FBtr0077165	468	198.23	224	487	162	193
FBtr0308249	204.228	38.912	19.289	76.4	24.079	23.943
FBtr0089145	2845.619	593.088	618.711	2818.6	624.921	517.057
FBtr0305902	15	4	2	6	2	0
FBtr0086955	1143.695	284.269	385.892	1177.316	365.885	379.153
FBtr0340212	170.536	97.502	65.126	102.686	23.507	52.354
FBtr0340211	39.883	17.781	29.663	28.745	18.157	8.013
FBtr0089798	93.466	23.658	16.132	22.963	12.159	15.661
FBtr0089797	10.105	3.534	2.971	59.41	16.671	1.49
FBtr0273421	60.429	5.808	29.897	53.627	2.171	16.849
FBtr0071546	1627.992	705	775	1843	664	674
FBtr0343991	11.953	8.056	9.025	23.083	9.831	11.163
FBtr0089767	21.284	11.15	5.542	13.326	6.236	8.052
FBtr0089768	64.836	17.906	31.298	95.027	19.304	29.999
FBtr0100317	21.97	15.888	9.135	17.432	8.63	10.786
FBtr0079222	0	0	0	0	0	0
FBtr0331738	11.132	1.404	1.182	8.662	1.291	0.631
FBtr0300106	11.716	1.386	1.336	8.676	1.706	0.629
FBtr0331737	11.601	1.385	1.335	8.613	1.705	0.629
FBtr0331305	13.071	1.422	1.193	8.509	1.305	0.632
FBtr0331306	13.281	1.399	1.348	8.384	1.728	0.63
FBtr0086483	3983.716	598.893	574.366	2129.233	611.953	639.704
FBtr0330248	362.963	108.019	192.212	426.893	166.887	140.102
FBtr0111010	1685.163	1186.804	1439.108	4415.056	1320.516	1276.984
FBtr0086484	170.033	107.825	95.314	149.812	67.644	106.209
FBtr0081861	475	267	280	479	159	220
FBtr0112456	124.38	33.763	35.474	109.59	27.297	26.21
FBtr0079730	425	145	208	437	106	147
FBtr0075600	2555.559	726.151	872.838	2592.945	696.372	829.128
FBtr0075599	334.125	83.849	122.162	414.055	98.628	154.872
FBtr0078859	2.511	0	1.001	0.5	1.001	0
FBtr0305313	2.489	0	0.999	0.5	0.999	0
FBtr0078434	0	0	0	2	0	0
FBtr0085995	456.968	146.96	102.77	349.122	152.53	138.975
FBtr0085997	160.873	51.96	53.525	187.876	63.29	76.004
FBtr0085999	220.823	92.645	107.002	228.528	66.736	128.935
FBtr0336520	117.575	68.86	101.138	192.615	69.116	74.243
FBtr0085996	296.068	120.352	125.251	482.116	115.827	63.341
FBtr0114492	98.786	33.223	54.314	64.743	37.501	57.503
FBtr0083389	6.022	3.062	8.107	4.022	8.131	2.035
FBtr0335278	3643.594	680.552	818.174	3521.208	352.167	256.285
FBtr0074336	29.111	27.548	27.427	31.223	27.572	27.684
FBtr0074338	6307.675	2079.545	2570.899	11905.958	3678.722	4779.527
FBtr0112995	30.008	32.365	34.969	17.482	10.769	16.275
FBtr0074337	147.85	84.823	70.362	2034.985	1504.632	1137.733
FBtr0112994	8888.152	4998.137	5277.138	60.13	22.72	60.475
FBtr0113028	66.345	13.159	15.93	30.579	9.933	14.358
FBtr0079405	777.84	279.841	310.07	1025.357	271.067	305.642
FBtr0070691	10.209	2	0	8.416	2.005	3.007
FBtr0080224	0	0	0	0	0	0
FBtr0343627	0	0	0	0	0	0
FBtr0336977	44.523	12.822	10.525	26.582	8.931	11.419
FBtr0074222	29.277	16.671	14.307	31.161	8.221	14.51
FBtr0334884	1.092	1.595	0.691	1.697	2.757	0.194
FBtr0081570	23.658	2.711	1.822	35.332	7.201	2.604
FBtr0081571	1.081	1.565	0.689	1.662	2.653	0.195
FBtr0334885	19.17	4.128	1.798	26.13	6.748	4.007
FBtr0071228	4191	1546	1877.898	6168	2005.996	1830
FBtr0071223	215	46	70	270	56	74
FBtr0309867	16.879	5.394	2.916	9.764	8.564	4.528
FBtr0300594	42.221	9.764	13.007	60.601	15.459	7.762
FBtr0080594	3.986	6.842	4.088	2.698	7.992	4.711
FBtr0084146	1.557	0.247	0.734	1.084	0.549	0.372
FBtr0084142	1.435	0.289	0.395	0.867	0.581	0.44
FBtr0084143	1.441	0.289	0.395	0.868	0.582	0.44
FBtr0084144	1.556	0.247	0.733	1.084	0.549	0.372
FBtr0084141	1.334	0.239	0.337	0.933	0.505	0.366
FBtr0084140	3.38	0.238	0.704	2.667	0.552	0.373
FBtr0079865	3338	1392	1636	3675	1213	1400
FBtr0075904	1254	197	207	795	176	197
FBtr0085078	1	0	0	0	0	0
FBtr0331344	154.593	134.619	35.767	131.565	36.169	42.658
FBtr0331342	14.882	14.706	14.424	12.693	14.887	13.865
FBtr0081824	7781.097	3021.718	3640.89	8082.489	2671.083	3083.197
FBtr0332157	106.309	21.957	36.92	110.253	22.861	20.279
FBtr0083117	2453	971	1064	2287	739	862
FBtr0072779	978.497	414.295	330.684	777.54	318.459	223.685
FBtr0301625	354.534	255.903	311.633	658.759	238.815	330.019
FBtr0072781	322.246	110.564	261.162	284.014	68.295	104.666
FBtr0083859	2.825	0.961	2.299	5.715	0.716	0.455
FBtr0330035	0.933	0.452	1.719	1.941	0.716	0.455
FBtr0113250	0.938	0.452	1.747	1.978	0.718	0.455
FBtr0330034	15.396	2.393	6.536	6.801	2.041	2.927
FBtr0070431	980.643	320.332	377.67	940.859	200.79	287.275
FBtr0304896	1	0	0	0	0	0
FBtr0344125	0	0	0	0	0	0
FBtr0300406	777.171	334.94	475.971	952	510	466.496
FBtr0078794	0	0.499	0.499	0	0	0
FBtr0113193	0	0.501	0.501	0	0	0
FBtr0073400	2.004	1	1	4.003	1	2
FBtr0310461	0	0	0	0	0	0
FBtr0075431	0	0	0	0	0	0
FBtr0290089	56.523	12.373	13.695	68.084	17.881	13.767
FBtr0343314	5.64	7.203	5.674	5.642	6.875	7.105
FBtr0072271	632.634	294.276	270.835	661.601	231.244	230.874
FBtr0332179	346.931	83.985	80.041	145.178	125.87	81.904
FBtr0081318	134.609	80.523	70.45	72.378	50.824	55.642
FBtr0300966	3579.912	1399.156	1532.267	3848.559	1231.916	1149.46
FBtr0300967	340.549	246.336	275.242	334.886	229.389	221.994
FBtr0088535	309	79	108	271	87	102
FBtr0346149	1.936	0	0	1.655	0.496	0.496
FBtr0083417	3.064	0	0	2.345	0.504	0.504
FBtr0082158	65.251	19.546	21.358	357.098	64.514	85.265
FBtr0334686	20.749	1.454	5.642	35.902	8.486	5.735
FBtr0076557	10566.802	4452.101	5206.24	12303.417	4237.071	5309.413
FBtr0076558	98.524	20.899	64.76	207.583	103.929	82.587
FBtr0072223	400.825	90.523	108.503	401.886	126.563	63.085
FBtr0301648	239.175	202.477	259.497	363.114	153.437	224.915
FBtr0084532	482	196	227	397	143	150
FBtr0303001	0	0	0	0	0	0
FBtr0076878	1320.746	540	594	1795	591	588.284
FBtr0336480	168.026	106.478	127.364	89.973	77.227	77.683
FBtr0336481	29338.892	8686.516	9913.636	24892.027	6312.773	8129.317
FBtr0088058	37776.844	16803.786	19506.149	32718.575	11711.13	13718.435
FBtr0343926	0	0	0	0	0	0
FBtr0085955	4022.04	801	832	2642	742	796
FBtr0082906	0	0	0	2	1	0
FBtr0113458	0	0	0	0	0	0
FBtr0088625	381.94	96.982	155.798	500.221	145.248	101.102
FBtr0088624	861.797	498.018	515.202	1052.771	441.752	520.898
FBtr0346393	64.277	17.256	13.482	168.49	27.126	9.819
FBtr0076010	1712.723	740.744	842.518	1313.51	453.874	541.181
FBtr0084453	410.305	152.674	181.153	381.427	125.237	158.06
FBtr0084454	6.113	15.305	8.784	26.131	3.473	12.256
FBtr0332397	0	0	0	0	0	0
FBtr0082337	26	7	4	41	7	10
FBtr0076351	3.431	2.565	8.569	4.118	2.408	1.682
FBtr0076349	786.797	406.429	463.105	920.003	268.75	409.685
FBtr0300391	1114.054	355.398	435.563	1143.416	301.35	370.232
FBtr0300392	50.922	29.803	12.206	38.855	10.734	18.126
FBtr0300393	218.649	75.799	70.232	203.648	109.916	40.642
FBtr0081253	5535.536	1848.183	2315.12	6749.149	1952.775	2128.362
FBtr0100289	77.071	46.407	39.769	47.668	78.757	64.415
FBtr0075975	117	43	67	99	36	36
FBtr0081173	2	1	1	3	0	2
FBtr0100857	781.323	10	7	78	5	6
FBtr0087436	95.754	49.916	37.922	104.934	21.918	13.912
FBtr0309055	4.246	0.084	0.078	0.066	0.082	0.088
FBtr0078520	0.939	0	0	0	0	0
FBtr0113885	1323.485	207	162	699	173	156
FBtr0114142	6.114	0.243	0.047	5.485	0.236	0.5
FBtr0082632	1205	526	567	1100	408	516
FBtr0086036	0	0	0	0	0	0
FBtr0273402	231.858	144.092	136.459	427.834	118.39	163.05
FBtr0076918	71.142	3.908	6.541	11.309	7.61	3.95
FBtr0082507	14.308	4.538	5.572	8.617	0	2
FBtr0335438	5.692	0.462	2.428	5.383	1	1
FBtr0303832	2	0	0	1	0	0
FBtr0337071	4.959	1.018	0.671	2.879	1.736	0.332
FBtr0112607	4.028	0.991	0.664	2.563	1.633	0.334
FBtr0302319	4.014	0.991	0.664	2.558	1.631	0.334
FBtr0077699	0	0	0	0	0	0
FBtr0332513	0	0	0	0	0	0
FBtr0301344	4540	2619.802	2561	4356	2165	1849
FBtr0339819	1154.245	870.63	1305.629	1362.085	908.556	921.612
FBtr0089712	2529.628	1167.354	1047.631	2966.103	835.214	680.191
FBtr0339820	977.906	203.245	230.872	497.892	162.334	200.1
FBtr0303415	46.22	17.771	17.868	28.92	17.897	24.097
FBtr0299779	0	0	0.48	0.478	0	0
FBtr0309062	0	0	0.52	0.522	0	0
FBtr0085482	1814	726	795	1818	705	771
FBtr0082485	0.302	0.17	0.636	0.158	0.262	0.283
FBtr0334154	0.303	0.172	0.632	0.16	0.263	0.284
FBtr0074495	5.777	8.451	5.858	5.759	0.761	0.808
FBtr0088029	2	0	0	0	0	0
FBtr0082365	393	175	207	403	135	149
FBtr0084157	1510.294	338.776	389	1318.511	318	349
FBtr0079202	1	0	0	2	0	1
FBtr0086735	1497.547	1212.89	1357.261	3110.241	964.44	1048.54
FBtr0329998	1763.453	213.11	167.739	699.83	294.56	167.46
FBtr0331807	2.917	0.488	0.466	5.862	0.583	0.306
FBtr0331809	3.956	0.488	0.466	2.701	0.585	0.305
FBtr0331808	2.182	0.488	0.466	2.585	0.584	0.306
FBtr0077089	2.14	0.488	0.466	2.525	0.583	0.306
FBtr0331806	2.919	0.488	0.466	2.512	0.583	0.306
FBtr0345593	30.823	1.559	3.671	44.196	7.086	3.951
FBtr0075776	6756.97	3194.99	3378.842	9198.274	3987.582	3358.515
FBtr0114573	6933.306	851.997	792.608	6053.366	859.921	558.24
FBtr0075775	2852.425	2026.355	2781.829	5070.059	3295.718	3356.949
FBtr0334053	9840.05	3953.647	4428.721	5111.509	2284.779	1958.99
FBtr0085712	16.223	3.563	3.564	4.495	2.431	1.374
FBtr0345797	22.873	33.823	23.05	65.458	33.522	23.146
FBtr0088982	3143.127	1452.172	1569.95	3349.542	1026.478	1212.854
FBtr0080810	0	0	0	0	0	0
FBtr0077933	320.79	120.815	145.151	352.982	139.659	149.519
